"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0015849","GO:0015849","organic acid transport","8/91","321/28814",8.28609941461217e-06,0.0015660727893617,0.00111564994032147,"Slc16a1/Slc38a3/Slc3a2/Slc38a5/Slc7a5/Slc1a1/Slc7a1/Slco1a4",8
"GO:0032328","GO:0032328","alanine transport","3/91","14/28814",1.08158468711575e-05,0.00187384547042804,0.00133490320594023,"Slc38a3/Slc3a2/Slc38a5",3
"GO:0006865","GO:0006865","amino acid transport","6/91","160/28814",1.20483651283962e-05,0.00192681162322583,0.00137263560612579,"Slc38a3/Slc3a2/Slc38a5/Slc7a5/Slc1a1/Slc7a1",6
"GO:0001667","GO:0001667","ameboidal-type cell migration","9/91","452/28814",1.33593185913757e-05,0.0019838588108193,0.00141327528256133,"Kitl/Kdr/Foxp1/Sema3c/Scarb1/Nrp1/Cxcl12/Glul/Edn3",9
"GO:0089718","GO:0089718","amino acid import across plasma membrane","4/91","49/28814",1.76896918900738e-05,0.00245179129596422,0.00174662431504097,"Slc3a2/Slc7a5/Slc1a1/Slc7a1",4
"GO:0010639","GO:0010639","negative regulation of organelle organization","8/91","373/28814",2.44062681604004e-05,0.00317128946909202,0.0022591854803739,"Tmsb10/Kank3/Tfrc/Bok/Ier3/Capzb/Capg/Tbc1d4",8
"GO:0043090","GO:0043090","amino acid import","4/91","56/28814",3.01523002014339e-05,0.00348411502813229,0.00248203835071625,"Slc3a2/Slc7a5/Slc1a1/Slc7a1",4
"GO:0008630","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","5/91","113/28814",3.01654980790674e-05,0.00348411502813229,0.00248203835071625,"Shisa5/Bok/Cxcl12/Ier3/Plscr1",5
"GO:0009636","GO:0009636","response to toxic substance","5/91","122/28814",4.35652214189697e-05,0.00465370887109099,0.00331524183267514,"Slc22a8/Mt1/Aldh2/Ddc/Prdx1",5
"GO:0098656","GO:0098656","anion transmembrane transport","6/91","202/28814",4.47687241086195e-05,0.00465370887109099,0.00331524183267514,"Slc16a1/Slc3a2/Slc38a5/Slc7a5/Slc1a1/Slc7a1",6
"GO:0001755","GO:0001755","neural crest cell migration","4/91","63/28814",4.808284455087e-05,0.00476020161053613,0.00339110587885083,"Kitl/Sema3c/Nrp1/Edn3",4
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","7/91","308/28814",5.5967488358278e-05,0.00528892764985727,0.00376776345072235,"Shisa5/Bok/Aldh2/Cxcl12/Eno1/Ier3/Plscr1",7
"GO:0030837","GO:0030837","negative regulation of actin filament polymerization","4/91","68/28814",6.49515197320264e-05,0.00587105258795143,0.00418246170539868,"Tmsb10/Kank3/Capzb/Capg",4
"GO:0010811","GO:0010811","positive regulation of cell-substrate adhesion","5/91","140/28814",8.38114900759477e-05,0.00726017032782897,0.0051720511638973,"Spock2/Kdr/Nrp1/Lims1/Lims2",5
"GO:0051894","GO:0051894","positive regulation of focal adhesion assembly","3/91","28/28814",9.42734915351406e-05,0.00763984076123293,0.00544252345563643,"Kdr/Nrp1/Lims1",3
"GO:0010821","GO:0010821","regulation of mitochondrion organization","5/91","144/28814",9.57316861087763e-05,0.00763984076123293,0.00544252345563643,"Kdr/Tfrc/Bok/Ier3/Tnfsf10",5
"GO:0022604","GO:0022604","regulation of cell morphogenesis","7/91","338/28814",0.000100004464861836,0.00763984076123293,0.00544252345563643,"Kdr/Lrp8/Nrp1/Rhobtb1/Capzb/Lims1/Lims2",7
"GO:0007015","GO:0007015","actin filament organization","8/91","458/28814",0.000102893478265763,0.00763984076123293,0.00544252345563643,"Tmsb10/Hmcn1/Kank3/Hip1/Nrp1/Rhobtb1/Capzb/Capg",8
"GO:0010460","GO:0010460","positive regulation of heart rate","3/91","31/28814",0.000128468655574945,0.0089028778313437,0.0063422946804894,"Slc1a1/Edn3/Adm",3
"GO:0035455","GO:0035455","response to interferon-alpha","3/91","31/28814",0.000128468655574945,0.0089028778313437,0.0063422946804894,"Ifit1/Ifit3/Plscr1",3
"GO:0022612","GO:0022612","gland morphogenesis","5/91","157/28814",0.000143654418501975,0.00922026600215028,0.00656839789626868,"Igf1r/Sema3c/Nrp1/Lims1/Lims2",5
"GO:0045785","GO:0045785","positive regulation of cell adhesion","8/91","482/28814",0.000146052771132283,0.00922026600215028,0.00656839789626868,"Spock2/Kdr/Tfrc/Slc7a1/Nrp1/Cxcl12/Lims1/Lims2",8
"GO:0032272","GO:0032272","negative regulation of protein polymerization","4/91","84/28814",0.000148076726844548,0.00922026600215028,0.00656839789626868,"Tmsb10/Kank3/Capzb/Capg",4
"GO:0048841","GO:0048841","regulation of axon extension involved in axon guidance","3/91","33/28814",0.000155223333369533,0.00922026600215028,0.00656839789626868,"Sema3c/Nrp1/Cxcl12",3
"GO:0150117","GO:0150117","positive regulation of cell-substrate junction organization","3/91","33/28814",0.000155223333369533,0.00922026600215028,0.00656839789626868,"Kdr/Nrp1/Lims1",3
"GO:0007411","GO:0007411","axon guidance","6/91","258/28814",0.000171583108721025,0.00984496507954921,0.0070134254155215,"Foxp1/Sema3c/Ablim1/Nrp1/Cxcl12/Edn3",6
"GO:0097485","GO:0097485","neuron projection guidance","6/91","259/28814",0.000175211018731756,0.00984496507954921,0.0070134254155215,"Foxp1/Sema3c/Ablim1/Nrp1/Cxcl12/Edn3",6
"GO:0031667","GO:0031667","response to nutrient levels","7/91","373/28814",0.000183435906137234,0.00986940057810935,0.00703083294772277,"Slc16a1/Rnase4/Alpl/Slc38a3/Gatm/Cfh/Glul",7
"GO:0014032","GO:0014032","neural crest cell development","4/91","89/28814",0.000185140270585024,0.00986940057810935,0.00703083294772277,"Kitl/Sema3c/Nrp1/Edn3",4
