"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046689","GO:0046689","response to mercury ion","3/93","12/28814",7.01142034238968e-06,0.000505944091906839,0.00039382040996833,"Gatm/Fn1/Slc1a1",3
"GO:0032328","GO:0032328","alanine transport","3/93","14/28814",1.15464863350292e-05,0.00080114851339972,0.000623603755908056,"Slc38a5/Slc38a3/Slc3a2",3
"GO:0071241","GO:0071241","cellular response to inorganic substance","7/93","239/28814",1.2785734505456e-05,0.000846305454652591,0.00065875334140889,"Slc40a1/Mt1/Tfrc/Mt2/Fn1/Jund/Slc1a1",7
"GO:0098657","GO:0098657","import into cell","7/93","240/28814",1.31355613804172e-05,0.000846305454652591,0.00065875334140889,"Slc7a5/Slc7a1/Slc39a8/Slc31a1/Slc3a2/Slc1a1/Slc39a10",7
"GO:0006865","GO:0006865","amino acid transport","6/93","160/28814",1.36526181004288e-05,0.00084928700183357,0.00066107413959971,"Slc7a5/Slc38a5/Slc38a3/Slc7a1/Slc3a2/Slc1a1",6
"GO:0089718","GO:0089718","amino acid import across plasma membrane","4/93","49/28814",1.92767856463011e-05,0.00115917737686424,0.000902288843935638,"Slc7a5/Slc7a1/Slc3a2/Slc1a1",4
"GO:0021795","GO:0021795","cerebral cortex cell migration","4/93","53/28814",2.63801754290125e-05,0.00153515601528834,0.00119494580720892,"Lrp8/Zmiz1/Srgap2/Ccdc141",4
"GO:0031589","GO:0031589","cell-substrate adhesion","8/93","373/28814",2.85981162473833e-05,0.00161221880344623,0.00125493049585557,"Net1/Nrp1/Kdr/Itga6/Vwf/Fn1/Tiam1/Srgap2",8
"GO:0043090","GO:0043090","amino acid import","4/93","56/28814",3.28448296944688e-05,0.00179551735663096,0.0013976077452128,"Slc7a5/Slc7a1/Slc3a2/Slc1a1",4
"GO:0006826","GO:0006826","iron ion transport","4/93","59/28814",4.03997514243597e-05,0.0021435632814572,0.00166852224148904,"Slc40a1/Tfrc/Slc39a8/Myo1b",4
"GO:0009636","GO:0009636","response to toxic substance","5/93","122/28814",4.83595470635008e-05,0.0024925892257873,0.00194019957241233,"Slc22a8/Mt1/Mt2/Abcb1a/Ddc",5
"GO:0015718","GO:0015718","monocarboxylic acid transport","5/93","124/28814",5.22610596414693e-05,0.00261885976647807,0.00203848694624913,"Slc16a1/Slc16a9/Slc16a4/Slco1a4/Slco2b1",5
"GO:0071577","GO:0071577","zinc ion transmembrane transport","3/93","23/28814",5.50068422328797e-05,0.00268195522670581,0.00208759964548113,"Slc39a8/Slc1a1/Slc39a10",3
"GO:0022029","GO:0022029","telencephalon cell migration","4/93","68/28814",7.07047785436228e-05,0.00335661632875514,0.00261274721820479,"Lrp8/Zmiz1/Srgap2/Ccdc141",4
"GO:0021801","GO:0021801","cerebral cortex radial glia-guided migration","3/93","26/28814",8.01906611979807e-05,0.00361659882002893,0.00281511426416069,"Lrp8/Zmiz1/Srgap2",3
"GO:0022030","GO:0022030","telencephalon glial cell migration","3/93","26/28814",8.01906611979807e-05,0.00361659882002893,0.00281511426416069,"Lrp8/Zmiz1/Srgap2",3
"GO:0021885","GO:0021885","forebrain cell migration","4/93","71/28814",8.37364072861676e-05,0.00368440192059138,0.00286789133041714,"Lrp8/Zmiz1/Srgap2/Ccdc141",4
"GO:0031668","GO:0031668","cellular response to extracellular stimulus","6/93","237/28814",0.000121968704511627,0.0052388462604518,0.0040778509227697,"Slc38a3/Rnase4/Tfrc/Itga6/Cdkn2b/Ncoa1",6
"GO:0006829","GO:0006829","zinc ion transport","3/93","31/28814",0.000137026102819512,0.00574872301131164,0.00447473246416719,"Slc39a8/Slc1a1/Slc39a10",3
"GO:0042063","GO:0042063","gliogenesis","7/93","350/28814",0.000142277702136995,0.00583338578761678,0.0045406328863816,"Apcdd1/Lrp8/Cdkn2b/Tmem98/Zmiz1/Fn1/Srgap2",7
"GO:0045785","GO:0045785","positive regulation of cell adhesion","8/93","482/28814",0.000170009263543115,0.00681548247626178,0.00530508438752084,"Net1/Slc7a1/Nrp1/Kdr/Tfrc/Itga6/Zmiz1/Fn1",8
"GO:0043547","GO:0043547","positive regulation of GTPase activity","6/93","256/28814",0.000185363693193533,0.00726948048958986,0.00565847063432891,"Net1/Itga6/Tbc1d4/Tiam1/Rgl1/Srgap2",6
"GO:0010043","GO:0010043","response to zinc ion","3/93","36/28814",0.000215128693579437,0.00825728006845329,0.00642736119227255,"Mt1/Mt2/Alad",3
"GO:0010720","GO:0010720","positive regulation of cell development","7/93","378/28814",0.000227731646882841,0.00855891439534678,0.00666214949433575,"Net1/Nrp1/Kdr/Lrp8/Abcb1a/Fn1/Tiam1",7
"GO:0046686","GO:0046686","response to cadmium ion","3/93","37/28814",0.000233564510841129,0.00859898729708972,0.0066933417285084,"Mt1/Mt2/Alad",3
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction","6/93","272/28814",0.000256824562711513,0.00926623022263139,0.00721271508751912,"Nrp1/Fn1/Scarb1/Slc3a2/Pomc/Pglyrp1",6
"GO:0006869","GO:0006869","lipid transport","7/93","390/28814",0.000275189827254859,0.00971759072244219,0.0075640483275399,"Abcb1a/Esyt2/Scarb1/Pomc/Slco1a4/Slco2b1/Rbp1",7
"GO:0001570","GO:0001570","vasculogenesis","4/93","97/28814",0.00028010793656707,0.00971759072244219,0.0075640483275399,"Nrp1/Kdr/Zmiz1/Adm",4
