"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060562","GO:0060562","epithelial tube morphogenesis","9/87","395/28814",3.12030465777024e-06,0.00035032059584321,0.000247854088517198,"Hey1/Mgp/Mmrn2/Cthrc1/Efnb2/Sox17/Alox12/Tgfb2/Dll4",9
"GO:0003158","GO:0003158","endothelium development","6/87","133/28814",3.20930150483172e-06,0.00035032059584321,0.000247854088517198,"Hey1/Tmem100/Sox17/Alox12/Jag1/Dll4",6
"GO:0003203","GO:0003203","endocardial cushion morphogenesis","4/87","36/28814",4.24141717262735e-06,0.000439834960801456,0.000311186080981185,"Hey1/Tmem100/Msx1/Tgfb2",4
"GO:0061384","GO:0061384","heart trabecula morphogenesis","4/87","37/28814",4.74459196443032e-06,0.000450455977700921,0.000318700519167175,"Hey1/Adamts1/Tgfb2/Dll4",4
"GO:0048844","GO:0048844","artery morphogenesis","5/87","81/28814",4.77822155709752e-06,0.000450455977700921,0.000318700519167175,"Hey1/Efnb2/Jag1/Tgfb2/Dll4",5
"GO:0008593","GO:0008593","regulation of Notch signaling pathway","5/87","90/28814",8.02341503037317e-06,0.000720951742602844,0.000510078023239285,"Hey1/Jag1/Tgfb2/Dll4/Jag2",5
"GO:2001235","GO:2001235","positive regulation of apoptotic signaling pathway","6/87","157/28814",8.34273954795962e-06,0.000720951742602844,0.000510078023239285,"Plscr1/Timp3/Msx1/Clu/Tgfb2/Unc5b",6
"GO:0048762","GO:0048762","mesenchymal cell differentiation","7/87","242/28814",8.9208573638459e-06,0.000740074326904656,0.000523607375376892,"Hey1/Tmem100/Edn3/Msx1/Kitl/Jag1/Tgfb2",7
"GO:0045747","GO:0045747","positive regulation of Notch signaling pathway","4/87","44/28814",9.59631670161408e-06,0.000765490801505677,0.000541589695629556,"Jag1/Tgfb2/Dll4/Jag2",4
"GO:0003184","GO:0003184","pulmonary valve morphogenesis","3/87","17/28814",1.75339853133663e-05,0.00129876734071149,0.000918886298001227,"Hey1/Jag1/Tgfb2",3
"GO:0003222","GO:0003222","ventricular trabecula myocardium morphogenesis","3/87","17/28814",1.75339853133663e-05,0.00129876734071149,0.000918886298001227,"Hey1/Tgfb2/Dll4",3
"GO:0002042","GO:0002042","cell migration involved in sprouting angiogenesis","4/87","53/28814",2.02758038706342e-05,0.00142081911916452,0.0010052387210655,"Mmrn2/Efnb2/Nr4a1/Dll4",4
"GO:0007219","GO:0007219","Notch signaling pathway","6/87","184/28814",2.05518676831898e-05,0.00142081911916452,0.0010052387210655,"Hey1/Tmem100/Jag1/Tgfb2/Dll4/Jag2",6
"GO:0072132","GO:0072132","mesenchyme morphogenesis","4/87","54/28814",2.18475690943038e-05,0.00146167284843826,0.00103414299889506,"Hey1/Tmem100/Msx1/Tgfb2",4
"GO:0061383","GO:0061383","trabecula morphogenesis","4/87","57/28814",2.71008917292101e-05,0.00173048811161365,0.00122433153712096,"Hey1/Adamts1/Tgfb2/Dll4",4
"GO:0060840","GO:0060840","artery development","5/87","116/28814",2.75342852860417e-05,0.00173048811161365,0.00122433153712096,"Hey1/Efnb2/Jag1/Tgfb2/Dll4",5
"GO:0003177","GO:0003177","pulmonary valve development","3/87","21/28814",3.39959830313022e-05,0.00205770957268045,0.00145584283830713,"Hey1/Jag1/Tgfb2",3
"GO:0060485","GO:0060485","mesenchyme development","7/87","299/28814",3.47250892207405e-05,0.00205770957268045,0.00145584283830713,"Hey1/Tmem100/Edn3/Msx1/Kitl/Jag1/Tgfb2",7
"GO:0001503","GO:0001503","ossification","8/87","421/28814",4.14775449304117e-05,0.00238956744960205,0.00169063443371327,"Alpl/Hey1/Mgp/Vegfc/Cthrc1/Kazald1/Igfbp3/Jag1",8
"GO:0062009","GO:0062009","secondary palate development","3/87","27/28814",7.37923962487126e-05,0.00408032074633957,0.00288685333218157,"Tgfb2/Lrrc32/Jag2",3
"GO:0032103","GO:0032103","positive regulation of response to external stimulus","8/87","458/28814",7.47599751016893e-05,0.00408032074633957,0.00288685333218157,"Cdk19/Vegfc/Mmrn2/Plscr1/Irf7/Edn3/Cdh13/Trpv4",8
"GO:0072001","GO:0072001","renal system development","7/87","345/28814",8.53828038230464e-05,0.00454061372125636,0.00321251359053513,"Hey1/Mecom/Adamts1/Efnb2/Sox17/Jag1/Tgfb2",7
"GO:0048863","GO:0048863","stem cell differentiation","6/87","240/28814",9.02018343402782e-05,0.00466817660940158,0.00330276515936954,"Edn3/Sox17/Msx1/Kitl/Jag1/Tgfb2",6
"GO:0010632","GO:0010632","regulation of epithelial cell migration","6/87","241/28814",9.22831441588549e-05,0.00466817660940158,0.00330276515936954,"Vegfc/Mmrn2/Glul/Alox12/Tgfb2/Dll4",6
"GO:0003206","GO:0003206","cardiac chamber morphogenesis","5/87","152/28814",9.97569866451777e-05,0.00490804469613209,0.00347247338294073,"Hey1/Adamts1/Jag1/Tgfb2/Dll4",5
"GO:1905207","GO:1905207","regulation of cardiocyte differentiation","3/87","30/28814",0.00010175791800081,0.00490804469613209,0.00347247338294073,"Efnb2/Sox17/Tgfb2",3
"GO:0003208","GO:0003208","cardiac ventricle morphogenesis","4/87","81/28814",0.000108023495064977,0.00504044711487994,0.00356614895099357,"Hey1/Jag1/Tgfb2/Dll4",4
"GO:0001837","GO:0001837","epithelial to mesenchymal transition","5/87","155/28814",0.00010936360663915,0.00504044711487994,0.00356614895099357,"Hey1/Tmem100/Msx1/Jag1/Tgfb2",5
"GO:0043583","GO:0043583","ear development","6/87","251/28814",0.000115275128874816,0.00519740472361669,0.00367719747486254,"Hey1/Cthrc1/Msx1/Jag1/Tgfb2/Jag2",6
"GO:0007009","GO:0007009","plasma membrane organization","5/87","158/28814",0.000119665099225181,0.00528054076155372,0.00373601675968426,"Cd9/Plscr1/Plec/Clu/Tgfb2",5
"GO:0072089","GO:0072089","stem cell proliferation","4/87","84/28814",0.000124419325252392,0.00537595167861375,0.00380352060091741,"Vegfc/Mecom/Sox17/Kitl",4
"GO:1905314","GO:1905314","semi-lunar valve development","3/87","33/28814",0.000135854494403025,0.00565395267089901,0.00400020810193028,"Hey1/Jag1/Tgfb2",3
"GO:0060113","GO:0060113","inner ear receptor cell differentiation","4/87","86/28814",0.000136305512798915,0.00565395267089901,0.00400020810193028,"Hey1/Cthrc1/Jag1/Jag2",4
"GO:0003151","GO:0003151","outflow tract morphogenesis","4/87","88/28814",0.000148992816869064,0.00605904121934193,0.00428681087132043,"Hey1/Sox17/Jag1/Tgfb2",4
"GO:0001936","GO:0001936","regulation of endothelial cell proliferation","5/87","167/28814",0.000155078692445745,0.00618525400254759,0.00437610723217345,"Vegfc/Mmrn2/Nr4a1/Cdh13/Dll4",5
"GO:0001655","GO:0001655","urogenital system development","7/87","387/28814",0.000173511234607286,0.00678985472783985,0.00480386615774692,"Hey1/Mecom/Adamts1/Efnb2/Sox17/Jag1/Tgfb2",7
"GO:0050680","GO:0050680","negative regulation of epithelial cell proliferation","5/87","173/28814",0.000182798589051392,0.00683032099666834,0.00483249630480417,"Gkn3/Mmrn2/Efnb2/Tgfb2/Dll4",5
"GO:0042490","GO:0042490","mechanoreceptor differentiation","4/87","93/28814",0.000184425253526243,0.00683032099666834,0.00483249630480417,"Hey1/Cthrc1/Jag1/Jag2",4
"GO:0043535","GO:0043535","regulation of blood vessel endothelial cell migration","4/87","93/28814",0.000184425253526243,0.00683032099666834,0.00483249630480417,"Vegfc/Mmrn2/Alox12/Dll4",4
"GO:0010594","GO:0010594","regulation of endothelial cell migration","5/87","174/28814",0.000187763545065547,0.00683195776256043,0.0048336543272645,"Vegfc/Mmrn2/Glul/Alox12/Dll4",5
"GO:0014031","GO:0014031","mesenchymal cell development","4/87","95/28814",0.000200168774192554,0.00712729286055546,0.00504260582023769,"Hey1/Edn3/Kitl/Jag1",4
"GO:0051098","GO:0051098","regulation of binding","7/87","397/28814",0.000202753268453603,0.00712729286055546,0.00504260582023769,"Hey1/Plscr1/Cthrc1/S100a10/Msx1/Tgfb2/Stub1",7
"GO:0001935","GO:0001935","endothelial cell proliferation","5/87","183/28814",0.000237221578815102,0.00819995924104202,0.00580152422575881,"Vegfc/Mmrn2/Nr4a1/Cdh13/Dll4",5
"GO:0060325","GO:0060325","face morphogenesis","3/87","40/28814",0.000242285852940456,0.0082377189999755,0.00582823949955126,"Msx1/Crispld1/Tgfb2",3
"GO:0035051","GO:0035051","cardiocyte differentiation","5/87","185/28814",0.000249442806311987,0.00833588756606722,0.00589769439531935,"Efnb2/Plec/Sox17/Jag1/Tgfb2",5
"GO:0060021","GO:0060021","roof of mouth development","4/87","101/28814",0.000253211628091724,0.00833588756606722,0.00589769439531935,"Msx1/Tgfb2/Lrrc32/Jag2",4
"GO:0014046","GO:0014046","dopamine secretion","3/87","42/28814",0.000280298111953091,0.00894366591062631,0.00632770150708678,"Entpd1/Syt15/Sncg",3
"GO:0014059","GO:0014059","regulation of dopamine secretion","3/87","42/28814",0.000280298111953091,0.00894366591062631,0.00632770150708678,"Entpd1/Syt15/Sncg",3
"GO:0022411","GO:0022411","cellular component disassembly","7/87","427/28814",0.000315152772432655,0.00990343712159586,0.00700674584961916,"Stmn2/Capg/Igfbp3/Tspo/Trpv4/Tgfb2/Map1lc3a",7
