"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010008","GO:0010008","endosome membrane","16/530","284/28739",8.59134400663488e-05,0.0035302613554536,0.00267194909297257,"Slc1a1/Myo1b/Pmepa1/Ehd2/Rab12/Scamp1/Tmem165/Pacsin2/Gosr2/Vps26a/Snx19/Slc11a2/Clec16a/Abcb6/Wdr81/Rep15",16
"GO:0061695","GO:0061695","transferase complex, transferring phosphorus-containing groups","15/530","267/28739",0.000146160873181141,0.00550539288982297,0.00416686699858516,"Insr/Tgfbr2/Paf1/Ccny/Ccni/Polr2b/Socs3/Taf9b/Pik3c3/Papss1/Taf5l/Polr3f/Prkag2/Ikbkg/Acvr1b",15
"GO:0045178","GO:0045178","basal part of cell","16/530","301/28739",0.000167866798038519,0.0058365994394931,0.00441754731680312,"Cav1/Slco2b1/Slc39a8/Hfe/Orai1/Pkd2/Atp1a1/Abcc6/Ldlrap1/Ap2a1/Kcnq1/Prcp/Numb/Slc11a2/Slc2a2/Slc43a3",16
"GO:0000139","GO:0000139","Golgi membrane","15/530","274/28739",0.000193704080242594,0.00625387459068948,0.00473337038186791,"Cav1/Mgat2/Pmepa1/Irgm1/Arfgef1/Gorasp2/Gosr2/Fkrp/Rhbdf1/Sec23a/Mbtps2/Gnptab/Man1a/Hace1/Qsox2",15
"GO:0000151","GO:0000151","ubiquitin ligase complex","17/530","341/28739",0.000227294770528277,0.00684914908525207,0.00518391581906596,"Phc2/Traf7/Armc8/Dcaf12/Itch/Dcun1d1/Amfr/Fbxo25/Fem1c/Abtb1/Cbx4/Fbxl7/Ikbkg/Glmn/Dcaf10/Fem1a/Fbxl18",17
"GO:0005925","GO:0005925","focal adhesion","11/530","169/28739",0.000319083766067511,0.0090141163914072,0.00682251473499613,"Cav1/Cav2/Adam17/Thsd1/Klf11/Bcar1/Mdc1/Limd1/Mapk1/Itga5/Ubox5",11
"GO:0010494","GO:0010494","cytoplasmic stress granule","7/530","76/28739",0.000508449951177321,0.0135187869371852,0.0102319649617727,"Mbnl1/Trim25/Gigyf2/Stau1/Atxn2l/Larp4b/Elavl1",7
"GO:0030055","GO:0030055","cell-substrate junction","11/530","182/28739",0.000596925960209398,0.0142766090464257,0.01080553782042,"Cav1/Cav2/Adam17/Thsd1/Klf11/Bcar1/Mdc1/Limd1/Mapk1/Itga5/Ubox5",11
"GO:0005938","GO:0005938","cell cortex","15/530","305/28739",0.000600122946641788,0.0142766090464257,0.01080553782042,"Cav1/Actn4/Hfe/Akap13/Wdr1/Myh10/Pkd2/Inpp5d/Itch/Cap1/Myadm/Pard3b/Tsc1/Exoc3l/Gypc",15
"GO:0005770","GO:0005770","late endosome","13/530","246/28739",0.000706048302910062,0.0159566916457674,0.0120771420234616,"M6pr/Irgm1/Steap3/Gosr2/Gja1/Pik3c3/Mapk1/Ankrd27/Kcnq1/Slc11a2/Clec16a/Abcb6/Wdr81",13
"GO:0005884","GO:0005884","actin filament","9/530","133/28739",0.000832258272066847,0.0178330431071723,0.0134972962501887,"Myo1b/Pls3/Map3k1/Akap13/Smtn/Fyn/Inpp5d/Tsc1/Espn",9
"GO:0035770","GO:0035770","ribonucleoprotein granule","13/530","252/28739",0.000881481362635039,0.0178330431071723,0.0134972962501887,"Mbnl1/Trim25/Gigyf2/Stau1/Atxn2l/Larp4b/Elavl1/Limd1/Eif4enif1/Ckap4/Taf5l/Lig4/Trub2",13
"GO:0019898","GO:0019898","extrinsic component of membrane","15/530","318/28739",0.000917147603959919,0.0178330431071723,0.0134972962501887,"Jup/Cav2/Ehd2/Esyt1/Socs3/Cyth1/Fyn/Pacsin2/Pik3c3/Sec23a/Numb/Serpine2/Gna12/Wdr81/Noa1",15
"GO:0005811","GO:0005811","lipid droplet","8/530","109/28739",0.00094688724462862,0.0178330431071723,0.0134972962501887,"Cav1/Rap1b/Cav2/Rab18/Lipe/Ckap4/Abhd5/Tsc1",8
"GO:0098562","GO:0098562","cytoplasmic side of membrane","11/530","195/28739",0.00105257124692042,0.0190304881443212,0.0144036065368058,"Jup/Cav2/Esyt1/Pten/Myh10/Pkd2/Cyth1/Fyn/Ldlrap1/Epm2a/Gna12",11
"GO:0043197","GO:0043197","dendritic spine","11/530","198/28739",0.00119076678515661,0.0207010225727226,0.0156679840152185,"Slc1a1/Srgap2/Add1/Pten/Myh10/Nr1d1/Ophn1/Strn4/Dip2a/Numb/Atp1a2",11
"GO:0036464","GO:0036464","cytoplasmic ribonucleoprotein granule","12/530","234/28739",0.00144347108161032,0.0234731597672837,0.0177661316356945,"Mbnl1/Trim25/Gigyf2/Stau1/Atxn2l/Larp4b/Elavl1/Limd1/Eif4enif1/Ckap4/Taf5l/Lig4",12
"GO:0044309","GO:0044309","neuron spine","11/530","203/28739",0.00145408954310607,0.0234731597672837,0.0177661316356945,"Slc1a1/Srgap2/Add1/Pten/Myh10/Nr1d1/Ophn1/Strn4/Dip2a/Numb/Atp1a2",11
"GO:0044754","GO:0044754","autolysosome","3/530","13/28739",0.00155403264721879,0.024221474363548,0.0183325085425084,"Irgm1/Ncoa4/Pik3c3",3
"GO:0098791","GO:0098791","Golgi apparatus subcompartment","14/530","307/28739",0.00183787253063495,0.0264613028652893,0.0200277676553773,"Mgat2/Myo1b/Fut8/M6pr/Scamp1/Arfgef1/Gorasp2/Tmem165/Ap3b1/Atp11c/Slc10a7/Galnt2/Cog2/Slc11a2",14
"GO:0042589","GO:0042589","zymogen granule membrane","3/530","14/28739",0.00195090427045755,0.0264613028652893,0.0200277676553773,"Stx3/Scamp1/Kcnq1",3
"GO:0030863","GO:0030863","cortical cytoskeleton","8/530","122/28739",0.0019513234226868,0.0264613028652893,0.0200277676553773,"Actn4/Hfe/Akap13/Wdr1/Inpp5d/Cap1/Myadm/Gypc",8
"GO:0030139","GO:0030139","endocytic vesicle","11/530","211/28739",0.00197329648317645,0.0264613028652893,0.0200277676553773,"Srgap2/Sec61a1/Ehd2/Irgm1/Rab12/Cdc42ep4/Rab5b/Stam2/Pik3c3/Ap2a1/Rab22a",11
"GO:0009925","GO:0009925","basal plasma membrane","13/530","276/28739",0.00199045198544212,0.0264613028652893,0.0200277676553773,"Cav1/Slco2b1/Slc39a8/Orai1/Pkd2/Atp1a1/Abcc6/Ldlrap1/Ap2a1/Kcnq1/Numb/Slc2a2/Slc43a3",13
"GO:0005963","GO:0005963","magnesium-dependent protein serine/threonine phosphatase complex","4/530","31/28739",0.00242436467206422,0.031308938050658,0.0236967975464924,"Ppp2r5a/Ppp2ca/Ppp2r1b/Itpr1",4
"GO:0030141","GO:0030141","secretory granule","17/530","432/28739",0.00301436118276506,0.0375679561229643,0.0284340608755552,"Cav1/Stx3/Cav2/Rab12/Cyb561/Scamp1/Cpe/Rnpep/Ap2a1/Kcnq1/Itpr1/Serpine2/Exoc3l/Serpine1/Tmem190/Fstl3/Ins1",17
"GO:0055038","GO:0055038","recycling endosome membrane","5/530","54/28739",0.00314714587447295,0.0375679561229643,0.0284340608755552,"Slc1a1/Ehd2/Rab12/Scamp1/Pacsin2",5
"GO:0005635","GO:0005635","nuclear envelope","17/530","434/28739",0.00315836799263859,0.0375679561229643,0.0284340608755552,"Insr/Clip1/Ndel1/Cav2/Anxa4/Tnpo3/Nxf1/Tmem43/Nup54/Sun2/Nupl1/Mtmr6/Tmc6/Grk5/Itpr1/Phf8/Nup107",17
"GO:0070461","GO:0070461","SAGA-type complex","4/530","34/28739",0.00342119713058485,0.0395254915536866,0.0299156608172989,"Taf9b/Taf5l/Tada2b/Supt7l",4
"GO:0005767","GO:0005767","secondary lysosome","3/530","17/28739",0.00349783111094571,0.0395254915536866,0.0299156608172989,"Irgm1/Ncoa4/Pik3c3",3
"GO:0042470","GO:0042470","melanosome","4/530","35/28739",0.00380712999140049,0.0409719703836434,0.0310104573234376,"Stx3/Ankrd27/Abcb6/Sgsm2",4
"GO:0048770","GO:0048770","pigment granule","4/530","35/28739",0.00380712999140049,0.0409719703836434,0.0310104573234376,"Stx3/Ankrd27/Abcb6/Sgsm2",4
"GO:0000159","GO:0000159","protein phosphatase type 2A complex","3/530","18/28739",0.00414040893414229,0.0435224380984259,0.0329408299533964,"Ppp2r5a/Ppp2ca/Ppp2r1b",3
"GO:0000124","GO:0000124","SAGA complex","3/530","19/28739",0.00485004453320237,0.0498231847501698,0.0377096763945161,"Taf5l/Tada2b/Supt7l",3
