"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009142","GO:0009142","nucleoside triphosphate biosynthetic process","11/397","82/28814",1.72597847534334e-08,3.6580590862718e-06,3.02981360842004e-06,"Dtymk/Atp5l/Atp5g3/Ndufc2/Atp5j2/Atp5g1/Atp5h/Atp5g2/Nme1/Atp5e/Atp5j",11
"GO:0009205","GO:0009205","purine ribonucleoside triphosphate metabolic process","11/397","87/28814",3.24598443708119e-08,6.49737884822419e-06,5.38150051410829e-06,"Atp5l/Atp5g3/Ndufc2/Atp5j2/Atp5g1/Itpa/Atp5h/Atp5g2/Nme1/Atp5e/Atp5j",11
"GO:0009206","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","10/397","69/28814",3.63275813942797e-08,6.8888566191363e-06,5.70574477854753e-06,"Atp5l/Atp5g3/Ndufc2/Atp5j2/Atp5g1/Atp5h/Atp5g2/Nme1/Atp5e/Atp5j",10
"GO:0009145","GO:0009145","purine nucleoside triphosphate biosynthetic process","10/397","70/28814",4.18668674973227e-08,7.54231617964268e-06,6.24697733446894e-06,"Atp5l/Atp5g3/Ndufc2/Atp5j2/Atp5g1/Atp5h/Atp5g2/Nme1/Atp5e/Atp5j",10
"GO:0009199","GO:0009199","ribonucleoside triphosphate metabolic process","11/397","91/28814",5.22192158867096e-08,8.9593254685626e-06,7.42062541547978e-06,"Atp5l/Atp5g3/Ndufc2/Atp5j2/Atp5g1/Itpa/Atp5h/Atp5g2/Nme1/Atp5e/Atp5j",11
"GO:0009201","GO:0009201","ribonucleoside triphosphate biosynthetic process","10/397","72/28814",5.52224308889775e-08,9.04392811331753e-06,7.49069816125603e-06,"Atp5l/Atp5g3/Ndufc2/Atp5j2/Atp5g1/Atp5h/Atp5g2/Nme1/Atp5e/Atp5j",10
"GO:0009144","GO:0009144","purine nucleoside triphosphate metabolic process","11/397","95/28814",8.20223036671592e-08,1.28489721788163e-05,1.06422531302699e-05,"Atp5l/Atp5g3/Ndufc2/Atp5j2/Atp5g1/Itpa/Atp5h/Atp5g2/Nme1/Atp5e/Atp5j",11
"GO:0006754","GO:0006754","ATP biosynthetic process","9/397","58/28814",9.59201974435378e-08,1.44000196412111e-05,1.19269192873873e-05,"Atp5l/Atp5g3/Ndufc2/Atp5j2/Atp5g1/Atp5h/Atp5g2/Atp5e/Atp5j",9
"GO:0006120","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","7/397","29/28814",1.07449432380461e-07,1.54856121946721e-05,1.28260690862572e-05,"Ndufc2/Ndufs6/Ndufs7/Ndufb9/Ndufb6/Ndufa8/Park7",7
"GO:0070585","GO:0070585","protein localization to mitochondrion","11/397","102/28814",1.71708288733234e-07,2.37948063194554e-05,1.97082185651303e-05,"Chchd4/Atpif1/Romo1/Dnajc19/Pdcd5/Fis1/Bax/Timm23/Timm17b/Isg15/Tspo",11
"GO:0006979","GO:0006979","response to oxidative stress","21/397","409/28814",3.08021787683631e-07,4.11037963342268e-05,3.40445133755592e-05,"Zc3h12a/Ercc6/Vrk2/Ndufa12/Ndufb4/Wrn/Chchd4/Ercc1/Romo1/Pycr2/Gpx4/Sod1/Gstp1/Ndufa6/Cfl1/Park7/Ralbp1/Apoe/Cst3/Prdx1/Ppia",21
"GO:0051881","GO:0051881","regulation of mitochondrial membrane potential","10/397","87/28814",3.43001954707124e-07,4.4000636320379e-05,3.64438418184479e-05,"Atpif1/Ndufc2/Atp5g1/Bad/Bax/Sod1/Park7/Tspo/Clic1/Ubb",10
"GO:1905907","GO:1905907","negative regulation of amyloid fibril formation","5/397","12/28814",3.54154441657228e-07,4.4000636320379e-05,3.64438418184479e-05,"Pfdn4/Pfdn1/Pfdn2/Pfdn5/Apoe",5
"GO:1902600","GO:1902600","proton transmembrane transport","10/397","88/28814",3.82278697871695e-07,4.59116716143905e-05,3.80266704725002e-05,"Atp5g3/Atp6v1g1/Atp5g1/Ndufs7/Rnasek/Atp5g2/Atp6v0e/Ndufa4/Park7/Atp6v0c",10
"GO:0016032","GO:0016032","viral process","19/397","355/28814",6.07102583828143e-07,7.05609874042839e-05,5.8442642619789e-05,"Zc3h12a/Mir24-2/Vamp8/Bad/Ifitm2/Bax/Rnasek/Denr/Banf1/Pfn1/Cfl1/Isg15/Chmp2a/Psmc3/Ifitm3/Apoe/Ppib/Bsg/Ppia",19
"GO:1990000","GO:1990000","amyloid fibril formation","6/397","24/28814",7.18766763487029e-07,8.09286452763677e-05,6.70297294238726e-05,"Pfdn4/Pfdn1/Pfdn2/Pfdn5/B2m/Apoe",6
"GO:0072655","GO:0072655","establishment of protein localization to mitochondrion","10/397","96/28814",8.66437483498406e-07,9.4599219789235e-05,7.83524805651668e-05,"Chchd4/Atpif1/Romo1/Dnajc19/Pdcd5/Fis1/Bax/Timm23/Timm17b/Tspo",10
"GO:1905906","GO:1905906","regulation of amyloid fibril formation","5/397","15/28814",1.29777962186395e-06,0.0001375264699287,0.000113907282600133,"Pfdn4/Pfdn1/Pfdn2/Pfdn5/Apoe",5
"GO:0006457","GO:0006457","protein folding","12/397","167/28814",3.82193061776614e-06,0.000393440457594612,0.000325869873725324,"Pfdn4/Pfdn1/Chchd4/Tbca/Pfdn2/Pdcd5/Ahsa1/Pfdn5/Pdcl3/B2m/Ppib/Ppia",12
"GO:0009117","GO:0009117","nucleotide metabolic process","20/397","447/28814",4.80425350184027e-06,0.000480825704642513,0.000398247329757812,"Dut/Acsl4/Nt5c/Dtymk/Atp5l/Acot2/Acot8/Atp5g3/Ndufc2/Atp5j2/Atp5g1/Bad/Itpa/Atp5h/Atp5g2/Nme1/Hint1/Atp5e/Atp5j/Park7",20
"GO:0006753","GO:0006753","nucleoside phosphate metabolic process","20/397","455/28814",6.24510018701479e-06,0.000608137729022008,0.000503694424756385,"Dut/Acsl4/Nt5c/Dtymk/Atp5l/Acot2/Acot8/Atp5g3/Ndufc2/Atp5j2/Atp5g1/Bad/Itpa/Atp5h/Atp5g2/Nme1/Hint1/Atp5e/Atp5j/Park7",20
"GO:0006367","GO:0006367","transcription initiation from RNA polymerase II promoter","8/397","72/28814",6.71193967065088e-06,0.000636397858772503,0.00052710107939876,"Ercc6/Med30/Ercc1/Polr2i/Gtf2a2/Polr2g/Sub1/Hmgb1",8
"GO:0009150","GO:0009150","purine ribonucleotide metabolic process","17/397","345/28814",7.1202218758431e-06,0.000657798959452889,0.00054482669414346,"Acsl4/Nt5c/Atp5l/Acot2/Acot8/Atp5g3/Ndufc2/Atp5j2/Atp5g1/Bad/Itpa/Atp5h/Atp5g2/Nme1/Hint1/Atp5e/Atp5j",17
"GO:0009152","GO:0009152","purine ribonucleotide biosynthetic process","11/397","151/28814",8.48263556104982e-06,0.000761594222452222,0.000630795863287041,"Acsl4/Atp5l/Atp5g3/Ndufc2/Atp5j2/Atp5g1/Atp5h/Atp5g2/Nme1/Atp5e/Atp5j",11
"GO:0072594","GO:0072594","establishment of protein localization to organelle","19/397","426/28814",8.66648990300891e-06,0.000761594222452222,0.000630795863287041,"Zc3h12a/Rangrf/Chchd4/Atpif1/Tspan17/Sec61b/Romo1/Dnajc19/Pdcd5/Fis1/Bax/Timm23/Timm17b/Srp9/Cfl1/Srp14/Sec62/Tspo/Spcs2",19
"GO:0065002","GO:0065002","intracellular protein transmembrane transport","7/397","54/28814",9.06642462287629e-06,0.000768866732686754,0.000636819371917247,"Chchd4/Sec61b/Romo1/Dnajc19/Timm23/Timm17b/Sec62",7
"GO:0006605","GO:0006605","protein targeting","15/397","280/28814",9.17603927436315e-06,0.000768866732686754,0.000636819371917247,"Chchd4/Atpif1/Cib1/Sec61b/Romo1/Dnajc19/Pdcd5/Fis1/Timm23/Timm17b/Srp9/Srp14/Pan3/Sec62/Spcs2",15
"GO:0009165","GO:0009165","nucleotide biosynthetic process","13/397","215/28814",1.00590792456182e-05,0.000807032834775832,0.000668430719017627,"Dut/Acsl4/Dtymk/Atp5l/Atp5g3/Ndufc2/Atp5j2/Atp5g1/Atp5h/Atp5g2/Nme1/Atp5e/Atp5j",13
"GO:0006626","GO:0006626","protein targeting to mitochondrion","8/397","76/28814",1.00795108423293e-05,0.000807032834775832,0.000668430719017627,"Chchd4/Atpif1/Romo1/Dnajc19/Pdcd5/Fis1/Timm23/Timm17b",8
"GO:0051222","GO:0051222","positive regulation of protein transport","16/397","321/28814",1.14571860479009e-05,0.000897396550664931,0.000743275113176177,"Zc3h12a/Cnst/Ang/Acsl4/Cib1/Vamp8/Ier3ip1/Bad/Pdcd5/Fis1/Commd1/Oaz1/Dynll1/Tmed10/Bsg/Ppia",16
"GO:1901293","GO:1901293","nucleoside phosphate biosynthetic process","13/397","220/28814",1.28608385830957e-05,0.000985906413082845,0.000816584039934518,"Dut/Acsl4/Dtymk/Atp5l/Atp5g3/Ndufc2/Atp5j2/Atp5g1/Atp5h/Atp5g2/Nme1/Atp5e/Atp5j",13
"GO:0009259","GO:0009259","ribonucleotide metabolic process","17/397","364/28814",1.42766269017347e-05,0.00107163930681146,0.000887592922509163,"Acsl4/Nt5c/Atp5l/Acot2/Acot8/Atp5g3/Ndufc2/Atp5j2/Atp5g1/Bad/Itpa/Atp5h/Atp5g2/Nme1/Hint1/Atp5e/Atp5j",17
"GO:0071806","GO:0071806","protein transmembrane transport","7/397","58/28814",1.46818926441094e-05,0.00107956855503523,0.000894160379077342,"Chchd4/Sec61b/Romo1/Dnajc19/Timm23/Timm17b/Sec62",7
"GO:0051651","GO:0051651","maintenance of location in cell","13/397","225/28814",1.6326854409429e-05,0.00116874202501438,0.000968018943545807,"Itpr3/Tmsb10/Cyba/Bax/Pfn1/Park7/Ftl1/Fth1/Tspo/Tmsb4x/Apoe/Calm1/Calm2",13
"GO:0006352","GO:0006352","DNA-templated transcription, initiation","9/397","106/28814",1.65433925272643e-05,0.00116874202501438,0.000968018943545807,"Ercc6/Med30/Ercc1/Polr2i/Gtf2a2/Polr2g/Snapc5/Sub1/Hmgb1",9
"GO:0006163","GO:0006163","purine nucleotide metabolic process","17/397","369/28814",1.70039904704814e-05,0.00117818033971432,0.000975836295218924,"Acsl4/Nt5c/Atp5l/Acot2/Acot8/Atp5g3/Ndufc2/Atp5j2/Atp5g1/Bad/Itpa/Atp5h/Atp5g2/Nme1/Hint1/Atp5e/Atp5j",17
"GO:0009260","GO:0009260","ribonucleotide biosynthetic process","11/397","163/28814",1.74685930973826e-05,0.00118753473452584,0.000983584139644085,"Acsl4/Atp5l/Atp5g3/Ndufc2/Atp5j2/Atp5g1/Atp5h/Atp5g2/Nme1/Atp5e/Atp5j",11
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization","16/397","337/28814",2.08249626655245e-05,0.00138948778673861,0.00115085319993688,"Zc3h12a/Cnst/Ang/Acsl4/Cib1/Vamp8/Ier3ip1/Bad/Pdcd5/Fis1/Commd1/Oaz1/Dynll1/Tmed10/Bsg/Ppia",16
"GO:0019693","GO:0019693","ribose phosphate metabolic process","17/397","376/28814",2.16013634717274e-05,0.0014150856834297,0.00117205484100186,"Acsl4/Nt5c/Atp5l/Acot2/Acot8/Atp5g3/Ndufc2/Atp5j2/Atp5g1/Bad/Itpa/Atp5h/Atp5g2/Nme1/Hint1/Atp5e/Atp5j",17
"GO:0006164","GO:0006164","purine nucleotide biosynthetic process","11/397","168/28814",2.31522856745357e-05,0.00148960152295271,0.00123377311818249,"Acsl4/Atp5l/Atp5g3/Ndufc2/Atp5j2/Atp5g1/Atp5h/Atp5g2/Nme1/Atp5e/Atp5j",11
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction","14/397","272/28814",2.8275111477151e-05,0.00178728467810833,0.00148033132110292,"Zc3h12a/Vamp8/Romo1/Bad/Ifitm2/Rnasek/Cfl1/Chmp2a/Psmc3/Ifitm3/Apoe/Pglyrp1/Ppib/Bsg",14
"GO:0046390","GO:0046390","ribose phosphate biosynthetic process","11/397","172/28814",2.87882997204111e-05,0.00178834903263175,0.00148121288035146,"Acsl4/Atp5l/Atp5g3/Ndufc2/Atp5j2/Atp5g1/Atp5h/Atp5g2/Nme1/Atp5e/Atp5j",11
"GO:0042559","GO:0042559","pteridine-containing compound biosynthetic process","4/397","14/28814",3.185138801831e-05,0.00194509408525375,0.00161103809155948,"Mthfs/Pcbd2/Pts/Spr",4
"GO:0072522","GO:0072522","purine-containing compound biosynthetic process","11/397","175/28814",3.37581971410623e-05,0.00202717973832079,0.00167902612096336,"Acsl4/Atp5l/Atp5g3/Ndufc2/Atp5j2/Atp5g1/Atp5h/Atp5g2/Nme1/Atp5e/Atp5j",11
"GO:0006397","GO:0006397","mRNA processing","19/397","472/28814",3.56226033646181e-05,0.00208695331300825,0.00172853401182593,"Rpusd3/Dyrk1a/Zmat5/Snrpc/Cir1/Frg1/Lsm7/Wdr83/Snrpf/Zmat2/Snrpd2/Wbp11/Tsen15/Snrnp27/Rbm8a/Sf3b5/Pan3/Son/Syf2",19
"GO:0006888","GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","9/397","117/28814",3.64355937113631e-05,0.00208695331300825,0.00172853401182593,"Rangrf/Uso1/Trappc2l/Ier3ip1/Trappc1/Use1/Pdcd6/Trappc6b/Tmed10",9
"GO:0072521","GO:0072521","purine-containing compound metabolic process","17/397","392/28814",3.64912735829919e-05,0.00208695331300825,0.00172853401182593,"Acsl4/Nt5c/Atp5l/Acot2/Acot8/Atp5g3/Ndufc2/Atp5j2/Atp5g1/Bad/Itpa/Atp5h/Atp5g2/Nme1/Hint1/Atp5e/Atp5j",17
"GO:1902904","GO:1902904","negative regulation of supramolecular fiber organization","11/397","178/28814",3.94509169287597e-05,0.00222096333897377,0.00183952877455648,"Pfdn4/Pfdn1/Dyrk1a/Tmsb10/Cib1/Pfdn2/Pfn1/Cfl1/Pfdn5/Tmsb4x/Apoe",11
"GO:0000956","GO:0000956","nuclear-transcribed mRNA catabolic process","9/397","121/28814",4.74922042306171e-05,0.0026325294129679,0.00218041131973764,"Zc3h12a/Exosc5/Lsm7/Exosc8/Exosc3/Upf2/Polr2g/Rbm8a/Pan3",9
"GO:0032369","GO:0032369","negative regulation of lipid transport","5/397","30/28814",5.19489481803967e-05,0.00283594030748438,0.00234888784834808,"Acsl4/Fis1/Atp5j/Tspo/Apoe",5
"GO:0008380","GO:0008380","RNA splicing","17/397","404/28814",5.3029870944501e-05,0.00285174067183638,0.00236197461316041,"Dyrk1a/Zmat5/Snrpc/Cir1/Frg1/Lsm7/Wdr83/Snrpf/Zmat2/Snrpd2/Wbp11/Tsen15/Snrnp27/Rbm8a/Sf3b5/Son/Syf2",17
"GO:0006839","GO:0006839","mitochondrial transport","10/397","153/28814",5.50562829160643e-05,0.00290870550571741,0.00240915614435598,"Chchd4/Atpif1/Romo1/Dnajc19/Bad/Pdcd5/Fis1/Bax/Timm23/Timm17b",10
"GO:2001244","GO:2001244","positive regulation of intrinsic apoptotic signaling pathway","7/397","71/28814",5.57037690520403e-05,0.00290870550571741,0.00240915614435598,"Bad/Fis1/Bax/Sod1/Park7/Ralbp1/Ubb",7
"GO:0000291","GO:0000291","nuclear-transcribed mRNA catabolic process, exonucleolytic","4/397","16/28814",5.66602749221617e-05,0.00291638529349355,0.00241551698352374,"Exosc5/Exosc8/Exosc3/Polr2g",4
"GO:1903829","GO:1903829","positive regulation of protein localization","19/397","491/28814",6.03346743623294e-05,0.00306177227785173,0.00253593479343519,"Zc3h12a/Rangrf/Cnst/Ang/Acsl4/Cib1/Vamp8/Ier3ip1/Bad/Pdcd5/Fis1/Commd1/Oaz1/Cfl1/Park7/Dynll1/Tmed10/Bsg/Ppia",19
"GO:0042776","GO:0042776","proton motive force-driven mitochondrial ATP synthesis","4/397","17/28814",7.32898670958168e-05,0.00366754709925316,0.0030376721230503,"Atp5j2/Atp5h/Atp5e/Atp5j",4
"GO:0019058","GO:0019058","viral life cycle","13/397","261/28814",7.57965412109533e-05,0.00374102654771322,0.00309853200191857,"Zc3h12a/Mir24-2/Vamp8/Ifitm2/Rnasek/Banf1/Isg15/Chmp2a/Ifitm3/Apoe/Ppib/Bsg/Ppia",13
"GO:0006289","GO:0006289","nucleotide-excision repair","6/397","52/28814",7.85265089073256e-05,0.00377241348790792,0.00312452845968096,"Ercc6/Nthl1/Ercc1/Polr2i/Commd1/Hmgb1",6
"GO:0060260","GO:0060260","regulation of transcription initiation from RNA polymerase II promoter","6/397","52/28814",7.85265089073256e-05,0.00377241348790792,0.00312452845968096,"Ercc6/Med30/Ercc1/Gtf2a2/Sub1/Hmgb1",6
"GO:0044788","GO:0044788","modulation by host of viral process","5/397","34/28814",9.69483636966292e-05,0.00459611782103888,0.00380676746648121,"Zc3h12a/Cfl1/Psmc3/Apoe/Ppib",5
"GO:2000379","GO:2000379","positive regulation of reactive oxygen species metabolic process","7/397","78/28814",0.000101901966930833,0.00476821801106223,0.00394931068009449,"Zc3h12a/Romo1/Cyba/Sod1/Gstp1/Park7/Tspo",7
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","16/397","388/28814",0.00011054571345179,0.00510054418850019,0.00422456221406081,"Rangrf/Pfdn4/Cdc42ep5/Pfdn1/Dyrk1a/Tmsb10/Cib1/Pfdn2/Pfn1/Cfl1/Pfdn5/Arpc3/Tmsb4x/Apoe/Rhoc/Id1",16
"GO:0044743","GO:0044743","protein transmembrane import into intracellular organelle","5/397","35/28814",0.000111835412403973,0.00510054418850019,0.00422456221406081,"Chchd4/Romo1/Dnajc19/Timm23/Timm17b",5
"GO:0030150","GO:0030150","protein import into mitochondrial matrix","4/397","19/28814",0.000116782164326291,0.00525957672584533,0.00435628205085572,"Romo1/Dnajc19/Timm23/Timm17b",4
"GO:0051353","GO:0051353","positive regulation of oxidoreductase activity","6/397","57/28814",0.000132101133143101,0.00579438106096045,0.00479923756747239,"S100a1/Fdx1/Cyba/Ndufa4/Park7/Apoe",6
"GO:0048193","GO:0048193","Golgi vesicle transport","13/397","276/28814",0.000132511826182402,0.00579438106096045,0.00479923756747239,"Rangrf/Cnst/Uso1/Trappc2l/Ier3ip1/Commd1/Trappc1/Vti1b/Vamp5/Use1/Pdcd6/Trappc6b/Tmed10",13
"GO:0051090","GO:0051090","regulation of DNA-binding transcription factor activity","17/397","436/28814",0.00013348143992776,0.00579438106096045,0.00479923756747239,"Zc3h12a/E130311K13Rik/Tradd/Cib1/Trim37/Commd6/Commd1/Zic2/Smad7/Park7/Ncoa3/Id2/Psma6/Id1/Ptma/Id3/Ppia",17
"GO:0034655","GO:0034655","nucleobase-containing compound catabolic process","16/397","399/28814",0.000152168491700436,0.00652694137615084,0.00540598588935759,"Dut/Zc3h12a/Nt5c/Exosc5/Lsm7/Exosc8/Exosc3/Rnaseh2c/Upf2/Itpa/Polr2g/Bax/Rbm8a/Rnaset2b/Hint1/Pan3",16
"GO:1902106","GO:1902106","negative regulation of leukocyte differentiation","8/397","111/28814",0.000155420174520206,0.0065879869270153,0.00545654730358864,"Zc3h12a/Clec2d/Prdm16/Nme1/Smad7/Id2/Pglyrp1/Hmgb1",8
"GO:1903707","GO:1903707","negative regulation of hemopoiesis","8/397","113/28814",0.000175890695459932,0.0073690020435132,0.00610342866130853,"Zc3h12a/Clec2d/Prdm16/Nme1/Smad7/Id2/Pglyrp1/Hmgb1",8
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","16/397","405/28814",0.000180178665849223,0.00746188198913508,0.00618035714074468,"Ift74/Ang/Atpif1/Bad/Cyba/Bax/Nme1/Hmgb2/B4galt1/Pdcl3/Egfl7/B2m/Pdcd6/Apoe/Hmgb1/Id1",16
"GO:0016072","GO:0016072","rRNA metabolic process","12/397","248/28814",0.000185988601296411,0.00761496511898828,0.0063071493382216,"Rpusd3/Mettl5/Ang/Exosc5/Frg1/Exosc8/Exosc3/Wbp11/Nop10/Lyar/Pop5/C1d",12
"GO:2000142","GO:2000142","regulation of DNA-templated transcription, initiation","6/397","61/28814",0.00019299711809915,0.00781313052259816,0.00647128125146173,"Ercc6/Med30/Ercc1/Gtf2a2/Sub1/Hmgb1",6
"GO:0006364","GO:0006364","rRNA processing","11/397","214/28814",0.000203567884725143,0.00814950098516323,0.0067498824935179,"Rpusd3/Mettl5/Exosc5/Frg1/Exosc8/Exosc3/Wbp11/Nop10/Lyar/Pop5/C1d",11
"GO:0009219","GO:0009219","pyrimidine deoxyribonucleotide metabolic process","4/397","22/28814",0.000213310299296098,0.00835388052569393,0.00691916131011943,"Dut/Nt5c/Dtymk/Nme1",4
"GO:0034312","GO:0034312","diol biosynthetic process","4/397","22/28814",0.000213310299296098,0.00835388052569393,0.00691916131011943,"Pcbd2/Pts/Spr/Acer2",4
"GO:0050679","GO:0050679","positive regulation of epithelial cell proliferation","11/397","217/28814",0.000229586844968726,0.00889463873572386,0.00736704816622906,"Ang/Bad/Cyba/Nme1/Hmgb2/B4galt1/Pdcl3/Egfl7/Pdcd6/Hmgb1/Id1",11
"GO:0090150","GO:0090150","establishment of protein localization to membrane","12/397","257/28814",0.000257995107491039,0.00988889757755547,0.00819055016502907,"Cnst/Cib1/Sec61b/Romo1/Pdcd5/Fis1/Commd1/Bax/Vamp5/Srp9/Srp14/Sec62",12
"GO:0045637","GO:0045637","regulation of myeloid cell differentiation","11/397","222/28814",0.000279193801279526,0.0105887922737909,0.00877024295432085,"Clec2d/Cib1/Prdm16/Rbp1/Jag1/Nme1/Hmgb2/Isg15/B2m/Id2/Hmgb1",11
"GO:2000192","GO:2000192","negative regulation of fatty acid transport","3/397","10/28814",0.000289881265083475,0.0108796062301642,0.00901111169420671,"Acsl4/Fis1/Atp5j",3
